3 3	We had to drive away our car immediately .	B-SPATIAL_ENTITY O O B-MOTION B-MOTION_SIGNAL B-MOTION_SIGNAL I-MOTION_SIGNAL O O	B-mover O O B-trigger O O O O O
19 20	Southeast of Puerta del Sol is Plaza Santa Ana and the Huertas district , both of which are chock full of restaurants , tascas and tapas bars , theaters , and live music and flamenco clubs .	B-SPATIAL_SIGNAL I-SPATIAL_SIGNAL B-PLACE I-PLACE I-PLACE O B-PLACE I-PLACE I-PLACE O O B-PLACE I-PLACE O B-PLACE O O O O B-SPATIAL_SIGNAL I-SPATIAL_SIGNAL B-PLACE O B-PLACE O O B-PLACE O B-PLACE O O O B-NONMOTION_EVENT O O B-PLACE O	O O O O O O O O O O O O O O B-landmark O O O O B-trigger I-trigger B-trajector O B-trajector O O B-trajector O B-trajector O O O B-trajector O O B-trajector O
4 4	If you want to catch the high-speed AVE train to Córdoba and Seville , or other trains to the south of Spain , this is where you ’ll need to go .	O B-SPATIAL_ENTITY O O B-MOTION O O O B-MOTION_SIGNAL B-MOTION_SIGNAL B-PLACE O B-PLACE O O O B-MOTION_SIGNAL B-MOTION_SIGNAL O B-PLACE O B-PLACE O B-PLACE O O B-SPATIAL_ENTITY O O O B-MOTION O	O B-mover O O B-trigger O O O O O O O O O O O O O O O O O O O O O O O O O O O
4 4	Amazingly , I soon ran into Brando , Eloy , and Juan , three teenagers from San Felipe on their ‘ first ever ’ bike tour .	O O B-SPATIAL_ENTITY O B-MOTION B-MOTION_SIGNAL B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O O B-SPATIAL_ENTITY O O B-SPATIAL_ENTITY O B-PLACE I-PLACE O O O O O O O O O	O O B-mover O B-trigger O O O O O O O O O O O O O O O O O O O O O O
17 17	Starting at 9:30PM , a team of almost 100 cyclists took over two lanes of traffic and rode through the city until 1AM .	O O O O O B-SPATIAL_ENTITY O O O O B-MOTION I-MOTION O B-PATH O O O B-MOTION B-MOTION_SIGNAL O B-PLACE O O O	O O O O O B-mover O O O O O O O O O O O B-trigger O O O O O O
14 14	In the village Ciuperceni we took the direction to Godinesti and followed finally we followed the sign to Paraul de Vale .	B-SPATIAL_SIGNAL O B-PLACE B-PLACE B-SPATIAL_ENTITY B-MOTION O B-PATH B-MOTION_SIGNAL B-PLACE O O O B-SPATIAL_ENTITY B-MOTION O B-SPATIAL_ENTITY B-MOTION_SIGNAL B-PLACE I-PLACE I-PLACE O	O O O O O O O O O O O O O B-mover B-trigger O O O O O O O
19 19	I gave two school presentations , attended a conference on sustainable transportation , visited a team designing bike routes for Lima , met with people styding the effects of global warming in Peru , spent some time hanging out at the South American Explorer ’s clubhouse , and also tried to be a tourist for two days , visiting museums .	B-SPATIAL_ENTITY O O O B-NONMOTION_EVENT O B-NONMOTION_EVENT O B-NONMOTION_EVENT O O O O B-MOTION O B-SPATIAL_ENTITY O O B-PATH B-SPATIAL_SIGNAL B-PLACE O B-MOTION O B-SPATIAL_ENTITY O O O O O B-NONMOTION_EVENT B-SPATIAL_SIGNAL B-PLACE O O O O B-NONMOTION_EVENT I-NONMOTION_EVENT B-SPATIAL_SIGNAL O O O O O B-PLACE O O O O O O O O O O O O B-MOTION B-PLACE O	O O O O O O O O O O O O O O O O O O B-trajector B-trigger B-landmark O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
4 4	In Huaraz , I met researchers at INRENA ( Instituto Nacional de Recursos Naturals ) , who monitor the glaciers .	B-SPATIAL_SIGNAL B-PLACE O B-SPATIAL_ENTITY B-MOTION B-SPATIAL_ENTITY B-SPATIAL_SIGNAL B-PLACE O B-PLACE I-PLACE I-PLACE I-PLACE I-PLACE O O O O O O O	O O O B-mover B-trigger O O O O O O O O O O O O O O O O
18 18	The third night out , I stayed with the family of the doctor ’s mother-in-law , who lived in the village of Llano Grande high in the mountains .	O O O O O B-SPATIAL_ENTITY B-NONMOTION_EVENT O O B-SPATIAL_ENTITY O O O O O O O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O B-PLACE O B-PLACE I-PLACE O B-SPATIAL_SIGNAL O B-PLACE O	O O O O O O O O O O O O O O O O O B-trajector B-trigger O O O B-landmark I-landmark O O O O O
22 22	But we decided to keep driving , and after some 20 km from Ciucea , in the village of Bogdana , we turned right , just near the main village church .	O B-SPATIAL_ENTITY O O O B-MOTION O O O O B-MEASURE I-MEASURE O B-PLACE O B-SPATIAL_SIGNAL O B-PLACE O B-PLACE O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O O B-MEASURE O O O B-PLACE O	O O O O O O O O O O O O O O O O O O O O O B-mover B-trigger O O O O O O O O O
1 1	Held in the Museum of Modern Art in New York until the death of Franco , per the artist ’s wishes , Guernica , a panorama of horror provoked by the Spanish Civil War bombing of a defenseless Basque town , is perhaps the 20th century ’s most famous painting .	B-NONMOTION_EVENT B-SPATIAL_SIGNAL O B-PLACE I-PLACE I-PLACE I-PLACE B-SPATIAL_SIGNAL B-PLACE I-PLACE O O O O O O O O O O O O B-SPATIAL_ENTITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O	B-trajector B-trigger O B-landmark I-landmark I-landmark I-landmark O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
34 34	Huaraz to Lima Sunday , October 15th , 2006 Leaving Huaraz , I climbed a 13,500 ft pass , camped one more night in the mountains , and then , in one day , descending to the coast ( see map ) .	O O O O O O O O O B-MOTION B-PLACE O B-SPATIAL_ENTITY B-MOTION O B-MEASURE I-MEASURE B-PATH O B-NONMOTION_EVENT O O O B-SPATIAL_SIGNAL O B-PLACE O O O O O O O O B-MOTION B-MOTION_SIGNAL O B-PATH O O O O O	O O O O O O O O O O O O B-mover O O O O O O O O O O O O O O O O O O O O O B-trigger O O O O O O O O
14 14	According to one local , the glacier shown on the right used to reach where I am sitting to take the picture .	O O O O O O B-PATH O O O O O O B-MOTION B-SPATIAL_SIGNAL B-SPATIAL_ENTITY O B-NONMOTION_EVENT O O O O O	O O O O O O O O O O O O O O B-trigger O O B-trajector O O O O O
5 5	It is a different experience riding with other cyclists .	O O O O O B-MOTION O O B-SPATIAL_ENTITY O	O O O O O B-trigger O O B-mover O
17 17	I am in La Paz now , where I will be for a few days trying to hitch a ride on one of the yachts sailing for the mainland .	B-SPATIAL_ENTITY O B-SPATIAL_SIGNAL B-PLACE I-PLACE O O B-SPATIAL_SIGNAL B-SPATIAL_ENTITY O O O O O O B-NONMOTION_EVENT O B-MOTION O B-MOTION_SIGNAL O B-SPATIAL_ENTITY O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O B-PLACE O	O O O O O O O O B-mover O O O O O O O O B-trigger O O O O O O O O O O O O
8 8	Cartagena is one of the oldest European cities in South America , founded in the 1530s .	B-PLACE O O O O O O B-PLACE B-SPATIAL_SIGNAL B-PLACE I-PLACE O O O O O O	O O O O O O O B-trajector B-trigger B-landmark I-landmark O O O O O O
14 14	So much of the land along these mountains is dry â € “ I went for a month , once , without seeing a single forest â € “ yet the people have water during the dry seasons because of snow and ice in the mountains .	O O O O B-PLACE B-SPATIAL_SIGNAL O B-PLACE O O O O O B-SPATIAL_ENTITY B-MOTION O O O O O O O O O O O O O O O O O O O O O O O O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY B-SPATIAL_SIGNAL O B-PLACE O	O O O O O O O O O O O O O B-mover B-trigger O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
0 0	Climbing above 13,000 feet , I found the land was grazed by llamas and alpaca , and one night I even camped next to a flock of llamas ( video and photo bottom left and center ) .	B-MOTION B-SPATIAL_SIGNAL B-MEASURE I-MEASURE O B-SPATIAL_ENTITY O O B-PLACE O B-NONMOTION_EVENT O O O O O O O O B-SPATIAL_ENTITY O B-NONMOTION_EVENT B-SPATIAL_SIGNAL I-SPATIAL_SIGNAL O B-SPATIAL_ENTITY O O O O O O O O O O O O	B-trigger O O O O B-mover O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
21 21	According to a recent study ( read a less technical summary here ) , it is likely that in this region of Mexico , there will be more winter rain .	O O O O O O O O O O O O O O O O O O B-SPATIAL_SIGNAL O B-PLACE B-SPATIAL_SIGNAL B-PLACE O O O O O O B-NONMOTION_EVENT O	O O O O O O O O O O O O O O O O O O O O B-trajector B-trigger B-landmark O O O O O O O O
9 9	I also visited the National Institute of Ecology , where I talked to those working with the government to account for Mexico ’s greenhouse gas emissions .	B-SPATIAL_ENTITY O B-MOTION O B-PLACE I-PLACE I-PLACE I-PLACE O B-SPATIAL_SIGNAL B-SPATIAL_ENTITY B-NONMOTION_EVENT O O O O O O O O O O O O O O O	O O O O B-landmark I-landmark I-landmark I-landmark O B-trigger O B-trajector O O O O O O O O O O O O O O O
12 12	I learned these basic facts about Belize from a cyclist who I met on the road ( movie on the right ) .	B-SPATIAL_ENTITY O O O O O B-PLACE O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY B-MOTION B-SPATIAL_SIGNAL O B-PATH O O O O O O O	O O O O O O O O O O O B-mover B-trigger O O O O O O O O O O
0 0	Following the road 150 miles down the deep Elqui Valley , we arrived quickly to sea level and the beach town of La Serena , Chile .	B-MOTION O B-PATH B-MEASURE I-MEASURE B-SPATIAL_SIGNAL O O B-PATH I-PATH O B-SPATIAL_ENTITY B-MOTION O B-MOTION_SIGNAL B-PLACE I-PLACE O O O B-PLACE O B-PLACE I-PLACE I-PLACE I-PLACE O	B-trigger O O O O O O O O O O B-mover O O O O O O O O O O O O O O O
0 0	Arriving in Managua , Nicaragua ’s capital , I stopped at the airport to pick up my father , who will be biking with me through Nicaragua and Costa Rica .	B-MOTION B-MOTION_SIGNAL B-PLACE O O O O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O B-PLACE O B-NONMOTION_EVENT I-NONMOTION_EVENT O B-SPATIAL_ENTITY O O O O B-MOTION O B-SPATIAL_ENTITY B-MOTION_SIGNAL B-PLACE O B-PLACE I-PLACE O	B-trigger O O O O O O O B-mover O O O O O O O O O O O O O O O O O O O O O O
15 16	Durango , with a scenic colonial downtown , sits at about 6,000 ft and is filled with about half a million people .	B-PLACE O O O O O B-PLACE O B-NONMOTION_EVENT B-SPATIAL_SIGNAL B-MEASURE I-MEASURE I-MEASURE O O B-SPATIAL_SIGNAL I-SPATIAL_SIGNAL O O O O B-SPATIAL_ENTITY O	B-landmark O O O O O O O O O O O O O O B-trigger I-trigger O O O O B-trajector O
16 16	His owner tried to put the jaguar inside , but the kitten scratched the man and ran off , this time with Dennis ’ bike helmet .	O B-SPATIAL_ENTITY O O O O B-SPATIAL_ENTITY B-SPATIAL_SIGNAL O O O B-SPATIAL_ENTITY O O B-SPATIAL_ENTITY O B-MOTION B-MOTION_SIGNAL O O O O O O O B-SPATIAL_ENTITY O	O O O O O O O O O O O B-mover O O O O B-trigger O O O O O O O O B-mover O
1 1	I rode in quite happily , and met a local , Lucho , who showed me around to the city 's many parks before afternoon rain showers .	B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O O O O O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY B-MOTION B-SPATIAL_ENTITY B-MOTION_SIGNAL B-MOTION_SIGNAL O O O O B-PLACE O O O O O	B-mover B-trigger O O O O O O O O O O O O O O O O O O O O O O O O O O
40 40	I have taken a boat up the Amazon , crossed dirt roads over 15,000 ft Andean passes , luckily escaped bandits in southern Mexico , felt the wind and rain of Patagonia , and dodged buses in the capital cities of nearly every country .	B-SPATIAL_ENTITY O B-MOTION B-MOTION_SIGNAL I-MOTION_SIGNAL B-MOTION_SIGNAL O B-PATH O B-MOTION O B-PATH B-MOTION_SIGNAL B-MEASURE I-MEASURE O B-PATH O O B-NONMOTION_EVENT O B-SPATIAL_SIGNAL O B-PLACE O O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY B-SPATIAL_SIGNAL B-PLACE O O B-MOTION B-SPATIAL_ENTITY B-SPATIAL_SIGNAL O O B-PLACE B-SPATIAL_SIGNAL O O B-PLACE O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-trajector B-trigger O O B-landmark O
17 17	This is the last entry in these journals – all future entries will be found on the Ride for Climate USA blog .	O O O O O O O O O O O O O O O O O B-MOTION O O O O O	O O O O O O O O O O O O O O O O O B-trigger O O O O O
11 11	We drove to the NE on the 11 main road and turned NW at Cernat ( Csernáton ) .	B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL I-MOTION_SIGNAL I-MOTION_SIGNAL B-MOTION_SIGNAL O B-PATH I-PATH I-PATH O B-MOTION B-MOTION_SIGNAL B-SPATIAL_SIGNAL B-PLACE O B-PLACE O O	B-mover O O O O O O O O O O B-trigger O O O O O O O
10 10	I have now arrived in Yurimaguas , a small city in the jungle , thus ending my two weeks of boat travel on the world 's largest river system .	B-SPATIAL_ENTITY O O B-MOTION B-MOTION_SIGNAL B-PLACE O O O B-PLACE B-SPATIAL_SIGNAL O B-PLACE O O O O O O O B-MOTION_SIGNAL B-MOTION B-MOTION_SIGNAL O O O O O B-PATH O	O O O O O O O O O B-trajector B-trigger O B-landmark O O O O O O O O O O O O O O O O O
27 27	My advice was to bike in the daytime ( which I do anyway ) , and stay only in the towns â € “ do n't camp in the country side .	O O O O B-MOTION O O O O O B-SPATIAL_ENTITY O O O O O B-NONMOTION_EVENT O B-SPATIAL_SIGNAL O B-PLACE O O O O O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O B-PLACE I-PLACE O	O O O O O O O O O O O O O O O O O O O O O O O O O O B-trajector B-trigger O B-landmark I-landmark O
19 19	I tried to leave Concordia , a town of about 10,000 , the next morning , but puked and returned to my cheap hotel room for the rest of the day .	B-SPATIAL_ENTITY O O B-MOTION B-PLACE O O B-PLACE O O O O O O O O O O O B-MOTION B-MOTION_SIGNAL O O O B-PLACE O O O O O O O	B-mover O O O O O O O O O O O O O O O O O O B-trigger O O O O O O O O O O O O
12 12	At summer ’s end farmers will again gather grass and pile it around that pole .	O O O O O O O O O O B-NONMOTION_EVENT O B-SPATIAL_SIGNAL O B-SPATIAL_ENTITY O	O O O O O O O O O O B-trajector O B-trigger O B-landmark O
14 14	Most said no , a few cited Italian volunteers for the church who had passed through , and one older woman said ‘ Why yes !	O O O O O O O O B-SPATIAL_ENTITY O O O B-SPATIAL_ENTITY O B-MOTION B-MOTION_SIGNAL O O O O O O O O O O	O O O O O O O O O O O O B-mover O B-trigger O O O O O O O O O O O
12 12	It soon became clear that this point was not going to be taken easily and maybe the first visitors made a wise choice not going up .	O O O O O O B-PLACE O O O O O B-MOTION O O O O O B-SPATIAL_ENTITY O O O O O B-MOTION B-MOTION_SIGNAL O	O O O O O O O O O O O O B-trigger O O O O O O O O O O O O O O
15 15	The following morning , I thought I was well enough to bike , and I rode 15 miles uphill to the small town of Copala .	O O O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O O O O B-MOTION O O B-SPATIAL_ENTITY B-MOTION B-MEASURE I-MEASURE B-MOTION_SIGNAL B-MOTION_SIGNAL O O B-PLACE O B-PLACE O	O O O O O O O O O O O O O O B-mover B-trigger O O O O O O O O O O
21 21	Unable to choose between them , I resolved the problem by staying three days , giving me enough time to also visit two schools and appear in the local paper .	O O O O O O B-SPATIAL_ENTITY O O O O O O O O O B-SPATIAL_ENTITY O O O O B-MOTION O B-PLACE O O O O O O O	O O O O O O O O O O O O O O O O B-mover O O O O B-trigger O O O O O O O O O
13 15	If you come from Ciucea you turn right when you see that church on your left .	O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL B-PLACE B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O B-SPATIAL_ENTITY O O B-PLACE B-SPATIAL_SIGNAL I-SPATIAL_SIGNAL I-SPATIAL_SIGNAL O	O O O O O O O O O B-landmark O O B-trajector B-trigger I-trigger I-trigger O
1 1	We drove to the NE on the 11 main road and turned NW at Cernat ( Csernáton ) .	B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL I-MOTION_SIGNAL I-MOTION_SIGNAL B-MOTION_SIGNAL O B-PATH I-PATH I-PATH O B-MOTION B-MOTION_SIGNAL B-SPATIAL_SIGNAL B-PLACE O B-PLACE O O	B-mover B-trigger O O O O O O O O O O O O O O O O O
2 2	I finally left Mexico City , departing on a road that cuts between two 18,000 ft volcanoes ( named Popocatepetl and Iztacihuatl ) .	B-SPATIAL_ENTITY O B-MOTION B-PLACE I-PLACE O B-MOTION B-MOTION_SIGNAL O B-PATH O B-MOTION B-MOTION_SIGNAL O B-MEASURE I-MEASURE B-PLACE O O B-PLACE O B-PLACE O O	B-mover O B-trigger O O O O O O O O O O O O O O O O O O O O O
20 20	In comparison to Los Angeles , I felt safer biking in Mexico City as the cars are smaller , they travel slower , and there are far more small alternative routes .	O O O B-PLACE I-PLACE O B-SPATIAL_ENTITY O O B-MOTION B-SPATIAL_SIGNAL B-PLACE I-PLACE O O B-SPATIAL_ENTITY O O O B-SPATIAL_ENTITY B-MOTION O O O O O O O O O B-PATH O	O O O O O O O O O O O O O O O O O O O B-mover B-trigger O O O O O O O O O O O
19 19	I stayed an extra day in Zacatecas , talked with a school , and then camped atop a building in the center of town , where I encountered my first rain in Mexico .	B-SPATIAL_ENTITY B-NONMOTION_EVENT O O O B-SPATIAL_SIGNAL B-PLACE O O O O B-PLACE O O O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O B-PLACE B-SPATIAL_SIGNAL O B-PLACE B-SPATIAL_SIGNAL B-PLACE O B-SPATIAL_SIGNAL B-SPATIAL_ENTITY B-MOTION O O B-NONMOTION_EVENT B-SPATIAL_SIGNAL B-PLACE O	O O O O O O O O O O O O O O O O O O B-trajector B-trigger O B-landmark O O O O O O O O O O O O
8 8	This trail was not through the wilderness – along the sides were coffee plantations , and every few hours we would pass a small village , where we could buy food or camp for the night .	O B-PATH O O B-SPATIAL_SIGNAL O B-PLACE O B-SPATIAL_SIGNAL O B-PATH O O B-PLACE O O O O O B-SPATIAL_ENTITY O B-MOTION O O B-PLACE O B-SPATIAL_SIGNAL B-SPATIAL_ENTITY O B-NONMOTION_EVENT O O B-NONMOTION_EVENT O O O O	O O O O O O O O B-trigger O B-landmark O O B-trajector O O O O O O O O O O O O O O O O O O O O O O O
6 6	05-Oct-2001 -- The confluence is located between the villages of Fizeşu Gherlii and Sântioana some 500 meters from the road on a small hill .	O O O B-PLACE O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O B-PLACE O B-PLACE I-PLACE O B-PLACE B-MEASURE I-MEASURE I-MEASURE O O B-PATH B-SPATIAL_SIGNAL O O B-PLACE O	O O O O O B-trajector B-trigger O B-landmark O O O O O O O O O O O O O O O O
26 26	This trail was not through the wilderness – along the sides were coffee plantations , and every few hours we would pass a small village , where we could buy food or camp for the night .	O B-PATH O O B-SPATIAL_SIGNAL O B-PLACE O B-SPATIAL_SIGNAL O B-PATH O O B-PLACE O O O O O B-SPATIAL_ENTITY O B-MOTION O O B-PLACE O B-SPATIAL_SIGNAL B-SPATIAL_ENTITY O B-NONMOTION_EVENT O O B-NONMOTION_EVENT O O O O	O O O O O O O O O O O O O O O O O O O O O O O O B-landmark O B-trigger O O B-trajector O O B-trajector O O O O
31 31	In a few days in the mountains , I took the photos below of various glaciers â € “ in every case you can see the glaciers used to reach far below .	O O O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O B-PLACE O B-SPATIAL_ENTITY O O O O O O O O O O O O O O O O O B-PATH O O B-MOTION B-MEASURE B-SPATIAL_SIGNAL O	O O O O O O O O O O O O O O O O O O O O O O O O O O B-landmark O O O O B-trigger O
26 26	A week in Manaus Tuesday , August 22nd , 2006 I spent a week in Manaus , staying in the apartment of two graduate students and visiting Instituto National de Pesquisas da Amazonia ( INPA ) , a famous research center .	O O O O O O O O O O B-SPATIAL_ENTITY B-NONMOTION_EVENT O O B-SPATIAL_SIGNAL B-PLACE O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O B-PLACE O O O O O B-MOTION B-PLACE I-PLACE I-PLACE I-PLACE I-PLACE I-PLACE O B-PLACE O O O O O B-PLACE O	O O O O O O O O O O B-mover O O O O O O O O O O O O O O O B-trigger O O O O O O O O O O O O O O O
5 5	Others sold their land and moved .	B-SPATIAL_ENTITY O O O O B-MOTION O	B-mover O O O O B-trigger O
1 1	Far up in the valley , above 15,000 feet , you see snow and glaciers .	O B-SPATIAL_SIGNAL B-SPATIAL_SIGNAL O B-PATH O B-MEASURE I-MEASURE I-MEASURE O O O B-SPATIAL_ENTITY O B-PATH O	O B-trigger O O B-landmark O O O O O O O B-trajector O B-trajector O
7 7	At first it seemd quite easy to reach the point from the road , but after 100 meters we discovered a small river hidden by trees and of course no bridge .	O O O O O O O B-MOTION O B-PLACE B-MOTION_SIGNAL O B-PATH O O O B-MEASURE I-MEASURE B-SPATIAL_ENTITY B-NONMOTION_EVENT O O B-PATH O O O O O O O O O	O O O O O O O B-trigger O O O O O O O O O O B-mover O O O O O O O O O O O O O
39 39	The Rising Oceans Friday , March 16th , 2007 I am sitting in an internet cafe in Punta Arenas , Chile , right now , doing web searches to figure out just how big of a problem sea level rise will be .	O O O O O O O O O B-SPATIAL_ENTITY O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O O B-PLACE B-SPATIAL_SIGNAL B-PLACE I-PLACE I-PLACE I-PLACE O O O O B-NONMOTION_EVENT O B-NONMOTION_EVENT O O O O O O O O O O B-PATH B-MOTION O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-mover B-trigger O O O
